supplier,amount,department,account,cost_center,project_id,personnel,reference,tax_persentage,city,created_at,Test_category
supplier0,487427,department5,1,CC6,P9,EMP3,REF2,10,Norrkoping,2022/10/15 09:54:29,Test_category10
supplier8,757843,department2,1,CC8,P3,EMP4,REF1,10,Malmo,2021/04/26 10:22:37,Test_category2
supplier10,575348,department3,1,CC2,P10,EMP8,REF3,20,Malmo,2024/02/14 12:44:18,Test_category3
supplier4,318460,department6,2,CC2,P4,EMP5,REF5,20,Lindkoping,2024/03/06 14:37:37,Test_category5
supplier2,978859,department10,6,CC10,P10,EMP6,REF5,20,Lindkoping,2022/03/25 17:10:51,Test_category10
supplier6,268874,department2,8,CC10,P5,EMP0,REF8,20,Stockholm,2020/10/29 14:29:02,Test_category0
supplier2,995156,department6,9,CC9,P0,EMP9,REF1,25,Lindkoping,2025/01/05 12:39:18,Test_category9
supplier1,609178,department3,5,CC0,P4,EMP0,REF6,20,Lindkoping,2015/06/03 10:35:16,Test_category9
supplier5,279859,department6,9,CC4,P5,EMP7,REF7,25,Lindkoping,2016/02/01 09:05:18,Test_category3
supplier5,634360,department4,6,CC9,P7,EMP5,REF2,20,Lindkoping,2024/05/13 09:52:35,Test_category7
supplier6,535768,department4,5,CC7,P3,EMP7,REF1,10,Norrkoping,2019/08/13 08:42:58,Test_category8
supplier10,377999,department6,7,CC6,P6,EMP4,REF0,10,Lulea,2019/03/06 08:53:20,Test_category10
supplier5,293474,department3,5,CC0,P6,EMP10,REF8,0,Skovde,2021/07/14 12:22:44,Test_category6
supplier7,807448,department2,10,CC0,P8,EMP8,REF8,20,Malmo,2024/09/06 09:12:39,Test_category3
supplier9,461232,department2,6,CC10,P3,EMP4,REF6,0,Uppsala,2024/04/26 10:28:17,Test_category9
supplier6,431364,department0,10,CC1,P8,EMP2,REF3,25,Gothenburg,2019/06/20 10:38:41,Test_category5
supplier3,350025,department2,5,CC10,P8,EMP0,REF1,25,Stockholm,2023/02/22 12:26:30,Test_category1
supplier4,46138,department0,6,CC0,P9,EMP9,REF2,10,Lindkoping,2018/05/07 15:39:23,Test_category3
supplier8,908509,department4,7,CC7,P0,EMP3,REF10,25,Gothenburg,2020/11/29 16:55:58,Test_category3
supplier9,553712,department8,3,CC7,P0,EMP1,REF0,10,Gothenburg,2020/07/28 16:43:30,Test_category10
supplier5,651981,department2,5,CC1,P0,EMP0,REF9,20,Lulea,2019/07/26 13:09:05,Test_category3
supplier4,688071,department4,6,CC9,P6,EMP9,REF8,0,Sundsvall,2015/06/10 15:31:06,Test_category6
supplier0,622327,department3,10,CC6,P8,EMP1,REF5,0,Vaxjo,2018/06/23 13:39:59,Test_category1
supplier1,429614,department3,4,CC1,P10,EMP2,REF9,10,Malmo,2023/02/09 08:48:37,Test_category1
supplier3,215783,department4,0,CC8,P2,EMP1,REF9,25,Gothenburg,2019/03/12 16:42:11,Test_category4
supplier3,468327,department6,3,CC6,P10,EMP4,REF2,20,Gothenburg,2021/01/26 16:07:19,Test_category0
supplier0,165605,department10,7,CC8,P0,EMP2,REF9,20,Malmo,2021/06/09 15:03:20,Test_category10
supplier1,847021,department1,2,CC1,P0,EMP7,REF9,20,Norrkoping,2017/05/16 17:27:26,Test_category6
supplier9,76595,department2,10,CC0,P7,EMP5,REF4,20,Sundsvall,2023/03/03 08:33:34,Test_category1
supplier3,624272,department2,9,CC0,P4,EMP2,REF2,25,Stockholm,2018/05/16 16:51:37,Test_category6
supplier3,455235,department7,4,CC9,P2,EMP2,REF9,10,Sundsvall,2024/03/30 14:28:18,Test_category9
supplier2,476903,department6,2,CC9,P0,EMP9,REF10,10,Sundsvall,2019/02/17 16:30:05,Test_category10
supplier8,109981,department5,9,CC6,P9,EMP8,REF2,10,Lindkoping,2018/12/20 15:02:23,Test_category8
supplier3,178706,department3,6,CC9,P4,EMP3,REF2,25,Skovde,2018/09/27 08:08:01,Test_category1
supplier0,378715,department6,4,CC6,P10,EMP8,REF0,10,Lulea,2019/11/01 11:57:19,Test_category2
supplier4,866470,department6,7,CC6,P5,EMP5,REF3,25,Uppsala,2017/10/21 15:07:45,Test_category6
supplier10,353429,department2,1,CC9,P5,EMP6,REF7,10,Stockholm,2020/01/04 16:54:34,Test_category8
supplier2,14073,department1,4,CC5,P7,EMP2,REF9,10,Malmo,2019/12/19 16:53:39,Test_category10
supplier7,684275,department8,7,CC6,P10,EMP2,REF3,25,Stockholm,2016/09/27 17:50:00,Test_category4
supplier3,642437,department3,2,CC2,P8,EMP6,REF5,0,Vaxjo,2020/03/10 15:19:51,Test_category1
supplier10,395303,department2,5,CC10,P0,EMP8,REF5,20,Malmo,2024/03/29 11:00:10,Test_category9
supplier6,509814,department9,7,CC10,P8,EMP1,REF0,20,Norrkoping,2015/08/22 13:50:32,Test_category10
supplier3,768834,department4,9,CC3,P6,EMP5,REF1,25,Stockholm,2019/07/31 13:39:36,Test_category1
supplier2,117142,department6,2,CC3,P1,EMP3,REF7,0,Lulea,2021/12/30 14:35:25,Test_category0
supplier2,263542,department2,7,CC5,P9,EMP5,REF8,25,Uppsala,2021/07/11 13:17:08,Test_category6
supplier9,419848,department3,6,CC10,P9,EMP10,REF3,25,Skovde,2017/07/05 09:28:44,Test_category7
supplier1,132567,department1,4,CC6,P9,EMP4,REF5,20,Stockholm,2021/09/25 10:18:04,Test_category5
supplier7,136065,department8,2,CC0,P7,EMP0,REF0,20,Lulea,2018/08/21 15:25:05,Test_category6
supplier4,539958,department5,7,CC8,P7,EMP9,REF6,25,Lulea,2024/01/25 09:49:54,Test_category7
supplier0,258559,department8,4,CC7,P2,EMP7,REF8,0,Gothenburg,2021/06/26 14:03:30,Test_category6
supplier2,269510,department0,5,CC4,P0,EMP7,REF7,0,Lindkoping,2022/06/23 09:00:01,Test_category5
supplier2,636155,department8,10,CC9,P4,EMP6,REF10,20,Norrkoping,2020/10/19 09:00:49,Test_category10
supplier3,595560,department4,7,CC3,P8,EMP1,REF10,25,Malmo,2018/12/31 10:39:32,Test_category1
supplier2,22936,department5,3,CC8,P6,EMP3,REF8,25,Vaxjo,2018/05/08 10:36:27,Test_category8
supplier7,707742,department2,5,CC2,P8,EMP1,REF8,0,Norrkoping,2022/05/27 11:24:37,Test_category6
supplier10,15326,department4,8,CC2,P4,EMP9,REF10,25,Vaxjo,2021/07/17 13:45:20,Test_category9
supplier4,890838,department7,6,CC7,P10,EMP0,REF6,0,Malmo,2020/02/08 09:28:44,Test_category2
supplier9,502529,department3,6,CC0,P2,EMP4,REF6,25,Gothenburg,2019/09/30 17:51:35,Test_category5
supplier8,645094,department0,9,CC4,P4,EMP1,REF3,25,Sundsvall,2020/12/31 14:32:32,Test_category0
supplier3,84279,department6,3,CC4,P8,EMP1,REF1,20,Sundsvall,2016/03/27 09:10:12,Test_category3
supplier0,970489,department10,3,CC4,P9,EMP0,REF7,25,Sundsvall,2018/10/26 17:53:11,Test_category0
supplier0,246767,department2,3,CC3,P7,EMP6,REF0,0,Skovde,2024/02/19 09:29:21,Test_category3
supplier9,721145,department3,8,CC2,P3,EMP6,REF4,20,Stockholm,2016/09/01 10:26:48,Test_category5
supplier0,860953,department6,3,CC6,P0,EMP4,REF10,10,Lulea,2020/08/08 09:28:53,Test_category7
supplier9,804278,department0,9,CC4,P0,EMP8,REF1,10,Skovde,2015/02/16 15:26:36,Test_category0
supplier3,247793,department10,1,CC10,P0,EMP10,REF1,25,Lulea,2024/08/18 17:40:37,Test_category2
supplier3,980225,department8,1,CC7,P2,EMP8,REF7,20,Lulea,2022/02/03 15:23:46,Test_category4
supplier10,439323,department0,9,CC6,P3,EMP8,REF1,0,Lulea,2016/09/24 15:36:22,Test_category2
supplier7,298398,department9,0,CC3,P1,EMP10,REF1,20,Sundsvall,2018/04/07 14:47:26,Test_category1
supplier8,353299,department7,6,CC9,P10,EMP0,REF7,25,Malmo,2018/04/10 13:21:05,Test_category7
supplier6,204020,department2,6,CC8,P1,EMP2,REF1,20,Vaxjo,2018/02/12 10:10:12,Test_category2
supplier7,683314,department2,10,CC10,P4,EMP9,REF3,20,Lulea,2020/01/28 13:13:50,Test_category10
supplier0,977986,department0,1,CC7,P0,EMP0,REF6,20,Norrkoping,2015/09/10 17:41:54,Test_category7
supplier7,266522,department1,0,CC2,P5,EMP10,REF0,0,Skovde,2024/07/30 16:46:11,Test_category1
supplier5,706207,department6,0,CC1,P1,EMP3,REF8,20,Stockholm,2018/06/20 16:11:58,Test_category6
supplier7,970753,department2,9,CC1,P5,EMP4,REF5,20,Malmo,2024/02/24 17:49:31,Test_category10
supplier9,935468,department6,0,CC7,P10,EMP9,REF10,0,Lulea,2019/02/26 16:24:33,Test_category5
supplier8,900213,department3,9,CC9,P1,EMP3,REF5,25,Uppsala,2023/06/03 10:16:45,Test_category4
supplier7,639032,department0,2,CC8,P8,EMP3,REF10,0,Norrkoping,2020/01/25 13:38:00,Test_category8
supplier4,643030,department3,1,CC5,P5,EMP1,REF4,0,Uppsala,2016/04/02 14:53:33,Test_category3
supplier7,173415,department5,4,CC0,P5,EMP3,REF4,25,Gothenburg,2023/06/06 16:26:29,Test_category9
supplier7,294737,department2,6,CC8,P4,EMP2,REF5,0,Sundsvall,2023/03/09 17:16:07,Test_category3
supplier10,538268,department10,3,CC7,P6,EMP7,REF7,10,Sundsvall,2024/12/23 11:58:07,Test_category3
supplier9,116416,department8,5,CC6,P6,EMP0,REF8,25,Malmo,2024/05/29 08:45:26,Test_category0
supplier0,904804,department7,4,CC9,P3,EMP8,REF8,25,Uppsala,2015/03/15 12:51:27,Test_category5
supplier10,553610,department8,0,CC5,P2,EMP7,REF5,10,Norrkoping,2022/03/05 13:38:57,Test_category7
supplier2,636791,department8,1,CC9,P9,EMP8,REF8,0,Lulea,2021/08/24 11:11:05,Test_category2
supplier10,140712,department4,5,CC2,P6,EMP10,REF10,20,Vaxjo,2021/08/08 12:26:01,Test_category8
supplier8,188235,department7,2,CC4,P9,EMP8,REF7,10,Malmo,2018/07/01 11:36:49,Test_category1
supplier0,878053,department10,0,CC7,P5,EMP10,REF9,20,Lulea,2022/05/22 15:35:57,Test_category7
supplier5,972937,department1,9,CC5,P9,EMP7,REF10,20,Gothenburg,2023/12/29 15:36:26,Test_category2
supplier1,245030,department3,9,CC0,P0,EMP7,REF0,10,Stockholm,2021/02/17 12:53:42,Test_category5
supplier2,942738,department4,10,CC7,P0,EMP9,REF8,0,Stockholm,2023/03/16 13:17:02,Test_category1
supplier9,295627,department4,3,CC5,P4,EMP10,REF3,0,Skovde,2018/06/25 14:58:03,Test_category9
supplier8,38304,department6,1,CC2,P7,EMP9,REF8,0,Gothenburg,2018/08/19 17:36:43,Test_category3
supplier1,861831,department4,2,CC7,P4,EMP7,REF5,0,Skovde,2022/03/06 13:43:49,Test_category4
supplier3,268851,department4,4,CC3,P7,EMP0,REF0,20,Malmo,2018/05/27 14:14:14,Test_category7
supplier3,830646,department0,3,CC7,P5,EMP1,REF1,25,Malmo,2020/08/03 17:14:11,Test_category9
supplier6,211136,department7,8,CC3,P3,EMP9,REF9,0,Skovde,2024/09/26 13:34:07,Test_category9
supplier1,728427,department1,9,CC10,P9,EMP8,REF5,25,Malmo,2015/11/28 12:42:05,Test_category0
supplier0,374404,department7,9,CC10,P1,EMP5,REF1,25,Norrkoping,2015/10/14 09:30:23,Test_category7
supplier7,265308,department0,2,CC8,P2,EMP8,REF9,20,Gothenburg,2018/07/13 12:22:20,Test_category1
supplier4,574645,department3,3,CC0,P10,EMP2,REF8,25,Sundsvall,2016/07/11 08:57:23,Test_category3
supplier10,926225,department10,0,CC1,P9,EMP9,REF3,10,Lulea,2021/04/28 16:11:36,Test_category7
supplier4,547816,department4,7,CC3,P5,EMP1,REF4,20,Gothenburg,2015/01/17 13:52:25,Test_category8
supplier6,225466,department7,7,CC1,P8,EMP8,REF3,10,Malmo,2023/12/21 08:48:21,Test_category3
supplier8,640124,department0,7,CC1,P2,EMP3,REF7,20,Vaxjo,2020/05/16 16:07:43,Test_category7
supplier10,829877,department8,2,CC4,P7,EMP1,REF2,20,Lulea,2019/08/27 14:12:24,Test_category7
supplier7,958602,department2,8,CC8,P1,EMP2,REF7,25,Uppsala,2020/05/18 14:54:34,Test_category5
supplier1,35724,department8,7,CC10,P4,EMP8,REF6,0,Norrkoping,2018/06/12 14:15:47,Test_category9
supplier8,836416,department2,3,CC1,P9,EMP7,REF3,0,Malmo,2023/04/01 14:23:40,Test_category9
supplier3,396810,department3,7,CC9,P5,EMP1,REF8,0,Uppsala,2020/02/25 12:58:22,Test_category5
supplier6,681295,department2,2,CC9,P6,EMP10,REF10,0,Sundsvall,2024/01/29 16:15:14,Test_category3
supplier3,224933,department2,8,CC0,P7,EMP3,REF5,10,Skovde,2018/06/29 11:45:34,Test_category10
supplier3,371288,department2,8,CC3,P9,EMP9,REF2,25,Lulea,2018/01/30 12:05:29,Test_category9
supplier10,416105,department1,4,CC10,P7,EMP6,REF3,25,Malmo,2020/10/22 10:00:42,Test_category7
supplier1,783222,department4,5,CC2,P6,EMP4,REF2,25,Gothenburg,2018/08/08 15:58:12,Test_category1
supplier1,319498,department2,3,CC5,P0,EMP4,REF2,10,Malmo,2021/06/11 10:10:40,Test_category8
supplier4,314972,department2,10,CC4,P9,EMP0,REF1,0,Lindkoping,2015/10/22 09:15:34,Test_category4
supplier8,708561,department7,2,CC5,P4,EMP8,REF2,0,Norrkoping,2016/04/08 15:32:39,Test_category2
supplier7,308779,department10,1,CC3,P9,EMP6,REF0,25,Stockholm,2019/01/31 15:07:07,Test_category2
supplier0,303702,department3,5,CC2,P6,EMP0,REF0,20,Lindkoping,2018/08/30 09:16:52,Test_category5
supplier2,609521,department1,1,CC9,P3,EMP1,REF5,20,Lindkoping,2022/05/29 14:29:05,Test_category0
supplier7,805669,department2,10,CC0,P8,EMP7,REF1,25,Norrkoping,2024/06/17 14:24:50,Test_category9
supplier0,996454,department3,4,CC7,P6,EMP8,REF4,0,Skovde,2024/05/19 14:55:32,Test_category4
supplier4,141047,department7,2,CC10,P1,EMP10,REF5,0,Vaxjo,2022/08/15 17:14:46,Test_category6
supplier3,186038,department5,7,CC0,P5,EMP4,REF7,0,Malmo,2018/07/05 09:23:05,Test_category9
supplier5,155464,department1,3,CC2,P7,EMP2,REF2,25,Malmo,2021/04/28 09:35:30,Test_category9
supplier7,228492,department0,6,CC7,P7,EMP5,REF7,0,Malmo,2021/03/13 13:30:15,Test_category1
supplier7,944494,department1,10,CC1,P8,EMP2,REF9,20,Uppsala,2020/08/06 17:41:27,Test_category2
supplier3,325575,department4,10,CC0,P0,EMP3,REF7,25,Skovde,2020/01/03 11:45:52,Test_category5
supplier6,53655,department0,4,CC1,P10,EMP0,REF2,25,Gothenburg,2022/03/06 11:46:16,Test_category8
supplier5,519474,department2,3,CC5,P3,EMP7,REF7,20,Stockholm,2019/11/23 12:19:28,Test_category0
supplier5,314782,department2,5,CC2,P2,EMP10,REF5,0,Norrkoping,2023/04/15 13:22:07,Test_category9
supplier3,913447,department8,9,CC7,P2,EMP7,REF5,10,Uppsala,2017/02/08 16:28:40,Test_category4
supplier9,748295,department1,0,CC9,P9,EMP0,REF1,10,Lindkoping,2022/03/14 13:07:05,Test_category10
supplier7,706726,department4,1,CC2,P0,EMP10,REF4,0,Skovde,2020/10/15 10:18:07,Test_category10
supplier7,8583,department8,3,CC9,P4,EMP1,REF2,20,Lindkoping,2018/04/04 13:30:25,Test_category3
supplier9,374390,department5,10,CC0,P5,EMP5,REF7,0,Vaxjo,2021/06/12 15:19:50,Test_category10
supplier3,988129,department0,2,CC5,P7,EMP0,REF5,25,Vaxjo,2017/03/13 08:11:41,Test_category5
supplier2,594232,department2,0,CC9,P9,EMP6,REF1,20,Uppsala,2024/01/14 08:51:15,Test_category7
supplier0,453221,department1,5,CC4,P0,EMP8,REF10,25,Stockholm,2017/12/02 09:44:44,Test_category9
supplier6,432372,department0,9,CC7,P0,EMP7,REF8,0,Lindkoping,2018/11/19 15:14:50,Test_category1
supplier10,13921,department4,7,CC3,P6,EMP6,REF9,20,Gothenburg,2023/11/11 09:22:45,Test_category0
supplier2,825975,department0,8,CC10,P5,EMP10,REF6,20,Malmo,2023/11/10 10:33:33,Test_category3
supplier9,624935,department3,5,CC5,P5,EMP4,REF10,20,Lulea,2023/04/22 10:56:16,Test_category6
supplier7,925474,department6,10,CC2,P1,EMP2,REF4,25,Sundsvall,2017/09/11 10:51:24,Test_category2
supplier3,701066,department9,2,CC6,P7,EMP9,REF1,10,Gothenburg,2019/04/21 09:58:53,Test_category2
supplier7,122801,department5,9,CC5,P3,EMP1,REF1,0,Lulea,2015/01/23 12:56:37,Test_category7
supplier6,588171,department5,6,CC2,P7,EMP10,REF9,20,Vaxjo,2017/07/13 11:59:52,Test_category5
supplier9,399014,department5,4,CC6,P5,EMP10,REF6,20,Norrkoping,2021/08/22 10:26:36,Test_category3
supplier2,655612,department3,2,CC10,P2,EMP0,REF6,10,Uppsala,2023/09/16 16:12:36,Test_category3
supplier10,202593,department0,3,CC6,P5,EMP7,REF6,0,Vaxjo,2017/10/08 11:03:53,Test_category7
supplier4,353134,department0,7,CC9,P6,EMP1,REF8,20,Stockholm,2020/07/09 13:52:48,Test_category5
supplier3,343577,department8,1,CC7,P8,EMP0,REF3,0,Malmo,2016/01/23 12:48:51,Test_category5
supplier1,936087,department0,7,CC6,P6,EMP1,REF8,10,Lindkoping,2019/11/09 16:28:45,Test_category5
supplier1,683173,department10,9,CC4,P0,EMP8,REF9,10,Lulea,2025/01/03 10:33:03,Test_category4
supplier7,386340,department4,10,CC6,P7,EMP2,REF5,10,Stockholm,2015/03/04 12:07:38,Test_category6
supplier10,846376,department1,7,CC3,P3,EMP3,REF4,10,Skovde,2017/11/15 14:21:52,Test_category2
supplier8,976350,department9,3,CC6,P0,EMP4,REF8,20,Vaxjo,2018/03/27 11:01:59,Test_category4
supplier5,814389,department5,4,CC1,P9,EMP7,REF6,25,Sundsvall,2018/07/12 17:16:12,Test_category7
supplier3,805700,department7,8,CC6,P3,EMP10,REF10,20,Sundsvall,2021/09/06 12:39:29,Test_category7
supplier8,103482,department2,8,CC8,P2,EMP10,REF9,20,Lindkoping,2015/04/26 14:34:37,Test_category1
supplier0,290044,department3,2,CC0,P6,EMP4,REF10,0,Vaxjo,2024/02/15 11:39:57,Test_category7
supplier6,178002,department8,0,CC9,P4,EMP6,REF8,25,Lindkoping,2016/12/24 16:45:17,Test_category10
supplier3,638033,department5,1,CC5,P9,EMP7,REF3,0,Skovde,2022/01/23 16:38:22,Test_category4
supplier9,141457,department8,2,CC4,P4,EMP7,REF4,0,Lulea,2018/02/23 10:26:41,Test_category9
supplier10,804834,department2,3,CC5,P7,EMP7,REF7,25,Vaxjo,2024/03/17 17:41:08,Test_category2
supplier3,119129,department5,8,CC6,P7,EMP9,REF4,25,Skovde,2020/12/11 17:49:49,Test_category0
supplier7,487114,department0,7,CC6,P2,EMP7,REF10,20,Sundsvall,2024/12/01 09:56:57,Test_category7
supplier4,52303,department1,4,CC10,P10,EMP10,REF7,10,Sundsvall,2022/09/15 13:03:23,Test_category5
supplier0,630335,department4,7,CC1,P5,EMP10,REF6,20,Gothenburg,2024/11/27 14:48:09,Test_category1
supplier3,16729,department4,8,CC1,P2,EMP7,REF2,20,Gothenburg,2021/05/15 11:22:20,Test_category10
supplier3,402857,department7,5,CC9,P6,EMP3,REF3,10,Malmo,2015/03/24 13:15:37,Test_category0
supplier6,734872,department0,5,CC2,P4,EMP5,REF2,10,Norrkoping,2022/12/30 08:10:44,Test_category4
supplier1,447661,department2,1,CC9,P0,EMP6,REF3,20,Malmo,2021/06/05 16:31:10,Test_category6
supplier8,189421,department9,2,CC10,P2,EMP9,REF3,10,Lulea,2015/02/25 10:59:34,Test_category4
supplier7,305031,department2,3,CC7,P6,EMP5,REF6,10,Sundsvall,2022/02/07 14:17:46,Test_category9
supplier6,717471,department7,0,CC7,P7,EMP3,REF8,20,Gothenburg,2023/07/25 13:23:53,Test_category6
supplier3,648260,department4,7,CC2,P3,EMP6,REF5,20,Stockholm,2024/08/15 10:05:47,Test_category1
supplier7,313657,department0,0,CC8,P7,EMP10,REF3,10,Lindkoping,2021/06/25 08:28:00,Test_category6
supplier10,453919,department3,5,CC6,P7,EMP8,REF6,20,Skovde,2020/09/10 16:30:55,Test_category8
supplier8,137075,department6,6,CC3,P1,EMP10,REF1,20,Sundsvall,2021/01/23 12:53:10,Test_category7
supplier1,384840,department9,3,CC7,P0,EMP2,REF8,10,Stockholm,2017/10/30 15:42:56,Test_category0
supplier6,942999,department10,3,CC8,P6,EMP0,REF8,0,Gothenburg,2017/03/09 09:26:27,Test_category0
supplier8,550297,department4,10,CC9,P5,EMP6,REF5,0,Norrkoping,2019/05/09 13:36:10,Test_category7
supplier6,419178,department3,9,CC5,P6,EMP7,REF9,20,Vaxjo,2024/08/29 15:09:25,Test_category3
supplier4,9500,department8,7,CC4,P2,EMP5,REF3,0,Norrkoping,2018/12/22 09:50:08,Test_category2
supplier10,161108,department10,10,CC10,P4,EMP1,REF9,25,Sundsvall,2018/07/08 14:07:44,Test_category4
supplier7,88694,department6,5,CC8,P1,EMP8,REF5,10,Stockholm,2024/05/29 11:29:52,Test_category5
supplier9,576542,department2,0,CC0,P10,EMP1,REF7,0,Sundsvall,2023/06/12 16:48:50,Test_category0
supplier4,513025,department0,4,CC8,P6,EMP3,REF9,10,Norrkoping,2017/07/24 08:47:48,Test_category1
supplier7,308512,department2,0,CC1,P5,EMP4,REF4,10,Uppsala,2020/07/24 13:21:24,Test_category7
supplier0,857356,department2,5,CC9,P8,EMP6,REF0,20,Lulea,2020/10/24 10:25:26,Test_category9
supplier0,730862,department6,6,CC5,P3,EMP6,REF5,25,Lulea,2024/10/06 12:54:43,Test_category2
supplier9,15021,department2,2,CC2,P5,EMP6,REF6,0,Skovde,2024/06/06 08:27:45,Test_category6
supplier7,884267,department10,0,CC1,P10,EMP8,REF9,10,Gothenburg,2023/02/05 12:02:31,Test_category0
supplier3,923043,department2,10,CC1,P0,EMP8,REF9,0,Gothenburg,2022/07/20 17:40:54,Test_category8
supplier6,349824,department0,1,CC8,P4,EMP3,REF0,25,Uppsala,2022/09/11 12:47:18,Test_category9
supplier1,754986,department4,10,CC7,P1,EMP10,REF6,20,Vaxjo,2015/02/12 08:15:09,Test_category9
supplier3,771374,department0,5,CC10,P7,EMP3,REF5,10,Gothenburg,2020/05/12 09:01:05,Test_category7
supplier7,695666,department8,7,CC9,P5,EMP8,REF5,20,Uppsala,2016/05/03 17:53:34,Test_category1
supplier9,656455,department2,1,CC3,P6,EMP4,REF1,25,Lindkoping,2024/03/14 09:26:47,Test_category10
supplier4,847526,department4,5,CC2,P7,EMP1,REF5,10,Skovde,2015/01/25 10:03:02,Test_category5
supplier0,588135,department6,4,CC6,P1,EMP4,REF10,10,Skovde,2018/06/26 10:08:26,Test_category10
supplier5,406882,department10,10,CC5,P7,EMP3,REF7,0,Lindkoping,2019/02/16 11:01:43,Test_category10
supplier8,827199,department9,3,CC4,P0,EMP8,REF4,0,Norrkoping,2023/08/05 10:00:35,Test_category9
supplier7,595638,department3,6,CC10,P0,EMP0,REF5,0,Lulea,2021/11/12 08:04:44,Test_category8
supplier4,154488,department6,10,CC10,P10,EMP3,REF0,25,Norrkoping,2020/05/12 15:54:46,Test_category8
supplier4,72531,department4,1,CC5,P8,EMP10,REF0,0,Uppsala,2017/08/28 13:45:47,Test_category5
supplier9,733765,department9,4,CC8,P10,EMP9,REF2,10,Uppsala,2020/08/02 17:58:18,Test_category4
supplier8,933042,department9,8,CC3,P0,EMP1,REF5,0,Uppsala,2022/09/28 12:27:32,Test_category4
supplier3,423903,department10,4,CC2,P8,EMP7,REF0,10,Vaxjo,2018/08/31 17:09:45,Test_category6
supplier7,904440,department5,9,CC5,P4,EMP1,REF8,20,Sundsvall,2017/08/04 15:07:56,Test_category1
supplier6,760921,department10,8,CC7,P5,EMP3,REF10,25,Stockholm,2022/05/03 09:48:11,Test_category0
supplier7,960454,department9,2,CC0,P5,EMP10,REF6,0,Norrkoping,2017/12/01 14:36:30,Test_category9
supplier6,35692,department5,7,CC2,P2,EMP10,REF10,20,Norrkoping,2024/05/17 10:08:20,Test_category3
supplier5,385459,department10,6,CC5,P3,EMP8,REF5,10,Sundsvall,2022/10/15 10:34:31,Test_category8
supplier5,946539,department7,8,CC6,P3,EMP3,REF4,0,Lulea,2016/11/30 10:46:11,Test_category10
supplier1,550434,department7,7,CC0,P1,EMP2,REF3,10,Skovde,2025/01/23 17:33:41,Test_category6
supplier9,898958,department6,10,CC1,P9,EMP8,REF2,25,Sundsvall,2015/07/07 08:03:11,Test_category8
supplier0,600835,department6,4,CC4,P7,EMP9,REF8,0,Uppsala,2021/12/23 14:48:30,Test_category4
supplier8,319366,department10,3,CC2,P8,EMP4,REF10,25,Stockholm,2015/10/27 09:26:29,Test_category8
supplier4,91808,department2,10,CC7,P5,EMP1,REF7,0,Lindkoping,2018/07/03 08:28:20,Test_category6
supplier9,625813,department8,10,CC4,P8,EMP10,REF5,25,Malmo,2021/10/01 15:45:46,Test_category8
supplier10,978470,department5,10,CC0,P9,EMP9,REF0,10,Gothenburg,2018/02/11 08:13:21,Test_category3
supplier2,605976,department10,3,CC7,P8,EMP1,REF10,0,Vaxjo,2024/05/26 10:36:12,Test_category6
supplier8,203508,department1,6,CC8,P1,EMP6,REF0,20,Sundsvall,2024/08/26 13:23:55,Test_category9
supplier1,130884,department3,8,CC5,P9,EMP0,REF0,20,Lindkoping,2015/06/21 08:46:36,Test_category0
supplier5,286013,department9,10,CC5,P6,EMP5,REF6,25,Sundsvall,2022/08/29 12:33:22,Test_category6
supplier2,947970,department1,5,CC5,P1,EMP8,REF5,20,Vaxjo,2023/11/28 08:25:45,Test_category4
supplier4,213213,department10,6,CC8,P4,EMP1,REF10,10,Lulea,2016/07/08 16:23:32,Test_category5
supplier1,548886,department10,2,CC7,P10,EMP8,REF9,0,Sundsvall,2016/06/03 11:34:46,Test_category9
supplier4,260525,department8,10,CC0,P5,EMP1,REF7,10,Gothenburg,2021/08/24 15:25:09,Test_category1
supplier5,199852,department8,3,CC10,P9,EMP9,REF7,25,Stockholm,2020/09/02 14:27:56,Test_category2
supplier3,45699,department9,2,CC10,P1,EMP8,REF7,0,Skovde,2017/02/28 10:54:38,Test_category10
supplier2,829933,department8,10,CC5,P2,EMP9,REF9,10,Norrkoping,2018/04/29 11:25:21,Test_category2
supplier3,669962,department6,4,CC0,P9,EMP0,REF9,25,Vaxjo,2022/02/26 16:23:30,Test_category6
supplier9,177590,department6,4,CC1,P8,EMP4,REF5,0,Uppsala,2023/08/28 15:21:56,Test_category2
supplier8,764056,department4,3,CC7,P8,EMP1,REF3,0,Malmo,2018/03/29 11:52:20,Test_category3
supplier10,665716,department0,9,CC10,P8,EMP3,REF8,20,Skovde,2018/09/13 09:31:47,Test_category0
supplier0,149293,department7,6,CC0,P1,EMP9,REF0,10,Lulea,2021/05/25 15:53:39,Test_category4
supplier3,395224,department6,5,CC6,P3,EMP5,REF1,20,Skovde,2023/02/07 08:32:36,Test_category0
supplier4,913264,department2,6,CC10,P6,EMP5,REF1,25,Lindkoping,2015/02/16 08:21:32,Test_category4
supplier4,653706,department1,3,CC8,P1,EMP8,REF9,10,Stockholm,2022/03/16 15:08:59,Test_category10
supplier1,731966,department1,6,CC10,P6,EMP6,REF10,25,Gothenburg,2023/12/09 10:49:37,Test_category0
supplier9,584313,department5,6,CC6,P8,EMP6,REF0,20,Lulea,2015/04/17 16:58:40,Test_category2
supplier10,282061,department10,0,CC5,P2,EMP2,REF8,0,Sundsvall,2018/05/05 14:14:14,Test_category10
